179 	179 	179 	
125.0	 1.00 		125.0	 1.00 		125.0	 1.00 		
126.0	 1.00 		126.0	 1.00 		126.0	 1.00 		
127.0	 1.00 		127.0	 1.00 		127.0	 1.00 		
128.0	 1.00 		128.0	 1.00 		128.0	 1.00 		
129.0	 1.00 		129.0	 1.00 		129.0	 1.00 		
130.0	 1.00 		130.0	 1.00 		130.0	 1.00 		
131.0	 1.00 		131.0	 1.00 		131.0	 1.00 		
132.0	 1.00 		132.0	 1.00 		132.0	 1.00 		
133.0	 1.00 		133.0	 1.00 		133.0	 1.00 		
134.0	 1.00 		134.0	 1.00 		134.0	 1.00 		
135.0	 1.00 		135.0	 1.00 		135.0	 1.00 		
136.0	 1.00 		136.0	 1.00 		136.0	 1.00 		
137.0	 1.00 		137.0	 1.00 		137.0	 1.00 		
138.0	 1.00 		138.0	 1.00 		138.0	 1.00 		
139.0	 1.00 		139.0	 1.00 		139.0	 1.00 		
140.0	 1.00 		140.0	 1.00 		140.0	 1.00 		
141.0	 1.00 		141.0	 1.00 		141.0	 1.00 		
142.0	 1.00 		142.0	 1.00 		142.0	 1.00 		
143.0	 1.00 		143.0	 1.00 		143.0	 1.00 		
144.0	 1.00 		144.0	 1.00 		144.0	 1.00 		
145.0	 1.00 		145.0	 1.00 		145.0	 1.00 		
146.0	 1.00 		146.0	 1.00 		146.0	 1.00 		
147.0	 1.00 		147.0	 1.00 		147.0	 1.00 		
148.0	 1.00 		148.0	 1.00 		148.0	 1.00 		
149.0	 1.00 		149.0	 1.00 		149.0	 1.00 		
150.0	 1.00 		150.0	 1.00 		150.0	 1.00 		
151.0	 1.00 		151.0	 1.00 		151.0	 1.00 		
152.0	 1.00 		152.0	 1.00 		152.0	 1.00 		
153.0	 1.00 		153.0	 1.00 		153.0	 1.00 		
154.0	 1.00 		154.0	 1.00 		154.0	 1.00 		
155.0	 1.00 		155.0	 1.00 		155.0	 1.00 		
156.0	 1.00 		156.0	 1.00 		156.0	 1.00 		
157.0	 1.00 		157.0	 1.00 		157.0	 1.00 		
158.0	 1.00 		158.0	 1.00 		158.0	 1.00 		
159.0	 1.00 		159.0	 1.00 		159.0	 1.00 		
160.0	 1.00 		160.0	 1.00 		160.0	 1.00 		
161.0	 1.00 		161.0	 1.00 		161.0	 1.00 		
162.0	 1.00 		162.0	 1.00 		162.0	 1.00 		
163.0	 1.00 		163.0	 1.00 		163.0	 1.00 		
164.0	 1.00 		164.0	 1.00 		164.0	 1.00 		
165.0	 1.00 		165.0	 1.00 		165.0	 1.00 		
166.0	 1.00 		166.0	 1.00 		166.0	 1.00 		
167.0	 1.00 		167.0	 1.00 		167.0	 1.00 		
168.0	 1.00 		168.0	 1.00 		168.0	 1.00 		
169.0	 1.00 		169.0	 1.00 		169.0	 1.00 		
170.0	 1.00 		170.0	 1.00 		170.0	 1.00 		
171.0	 1.00 		171.0	 1.00 		171.0	 1.00 		
172.0	 1.00 		172.0	 1.00 		172.0	 1.00 		
173.0	 1.00 		173.0	 1.00 		173.0	 1.00 		
174.0	 1.00 		174.0	 1.00 		174.0	 1.00 		
175.0	 1.00 		175.0	 1.00 		175.0	 1.00 		
176.0	 1.00 		176.0	 1.00 		176.0	 1.00 		
177.0	 1.00 		177.0	 1.00 		177.0	 1.00 		
178.0	 1.00 		178.0	 1.00 		178.0	 1.00 		
179.0	 1.00 		179.0	 1.00 		179.0	 1.00 		
